Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Ligue
Reguilón Sergio,DL,4,,5,5.17,5,11,6,11,0.55,0.26,0.55,0,0,0,0.18,0.33,0.18,303,208,303,27.55,34.67,27.55,,,,1000,5,5.5,5,5,5.5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,6,0.8442,191,2,5,61.54,4,,,0,Atlético,,,,,,,Liga
Saveljich Esteban,DC,1,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,Rayo Vallecano,,,,,,,Liga
Doherty Matt,DL,1,,5,0,5.11,2,0,14,0,0,0.84,0,0,1,0,0,0.5,16,0,682,8,0,48.71,,682,7.5,1000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.6334,11,,,,1,,,0,Atlético,,,,,,,Liga
Sola Álex,DL,5,,5,0,5,10,0,10,0.41,0,0.41,0,0,0,0.3,0,0.3,346,0,346,34.6,0,34.6,,,,1000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4.5,5,5,0,0,0,0,0,0,4.5,0,0,0,0,0,6,5,0,5,5,0,0,0,1,,,,,,1,0.8333,273,7,9,65,3,,,0,Real Sociedad,,,,,,,Liga
Pozo Alejandro,DL,11,,5,4.67,5,30,6,30,0.78,1.17,0.78,0,0,0,0.67,1,0.67,1876,527,1876,62.53,87.83,62.53,,,,1000,3.5,6,5,5.5,3,5,0,5.5,5,0,5.5,5,5,6,0,5,0,4.5,4,5.5,5,4.5,5,5,6.5,0,6,4.5,5,4.5,5,0,4.5,4.5,4.5,6.5,0,0,3.5,,,,3,8,11,0.6849,1372,24,18,47.47,15,,,0,Almería,,,,,,,Liga
Fran Delgado,DL,1,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,11,0,11,11,0,11,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,1,8,,,,,,,0,Betis,,,,,,,Liga
Arribas Sergio,MO,1,,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,17,0,17,8.5,0,8.5,,,,1000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0.75,13,,,,,,,0,Real Madrid,,,,,,,Liga
Turrientes Beñat,MD,1,,5,0,5,6,0,6,0.32,0,0.32,0,0,0,0.17,0,0.17,101,0,101,16.83,0,16.83,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,5,4.5,0,0,5.5,0,,,,,,,,0.8507,68,,3,40,2,,,0,Real Sociedad,,,,,,,Liga
Josep Gayá,DC,1,,5,0,5,2,0,2,0,0,0,0,0,0,0.5,0,0.5,52,0,52,26,0,26,,,,1000,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.9167,20,1,,33.33,,,,0,Mallorca,,,,,,,Liga
Martínez Roger,MD,1,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,6,,,,,,,0,Espanyol,,,,,,,Liga
Bueno Santiago,DC,11,14,5,0,5,34,0,34,0.83,0,0.83,0,0,0,1,0,1,3012,0,3012,88.59,0,88.59,,,,1000,0,0,4.5,3,5,5,5.5,5.5,0,6,6,6,4.5,5.5,3.5,5.5,5.5,4,6,0,4.5,5.5,5,4.5,5.5,6,5.5,4.5,4,4.5,4.5,3,5,6,5,5,6,5,5,,,,1,1,2,0.857,2153,33,38,66.42,36,,,0,Girona,,,,,,,Liga
Moi Parra,A,1,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,1,5,,,100,,,,0,Getafe,,,,,,,Liga
El Hilali Omar,DL,1,,5,0,5,5,0,5,0.35,0,0.35,0,0,0,0.2,0,0.2,89,0,89,17.8,0,17.8,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4.5,5,5.5,0,0,0,,,,,,,1,0.5576,57,1,2,70,,,,0,Espanyol,,,,,,,Liga
Barrios Pablo,MD,10,,5,4.58,5,21,6,21,0.57,0.58,0.57,0,0,0,0.29,0.17,0.29,713,166,713,33.95,27.67,33.95,,,,1000,3.5,4.5,5,5,5,4.5,0,5,4.5,5,5.5,5.5,5,0,6,5.5,5,5.5,0,5,0,4.5,5,6,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,2,,,,1,1,3,0.8277,591,8,11,53.19,7,,,0,Atlético,,,,,,,Liga
Mbacke Mamadou,DC,1,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,29,0,29,29,0,29,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.6667,21,,,,1,,,0,Villarreal,,,,,,,Liga
Callens Alexander,DC,5,,5,0,5,6,0,6,0.32,0,0.32,0,0,0,0,0,0,117,0,117,19.5,0,19.5,,,,1000,0,0,5.5,0,5,5,5,0,0,0,0,0,0,0,0,0,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.6465,113,1,3,44.44,3,,,0,Girona,,,,,,,Liga
Mariño Diego,G,7,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,45,0,45,45,0,45,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3,,0,Almería,,,,,,,Liga
Alarcón Ángel,A,3,,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,,,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.3333,3,,,,,,,0,Barcelona,,,,,,,Liga
Gorosabel Andoni,DL,9,,4.98,4.94,5,27,8,29,0.53,0.56,0.61,0,0,0,0.7,0.63,0.69,1710,491,1826,63.33,61.38,62.97,,,,1000,4,5,6,5,4.5,5,5,5,0,5,6,4.5,5.5,5,5.5,0,0,0,0,0,0,5,0,5,0,5,4,5,5,5,0,4.5,5,5,4,6,5,0,7,,,,,2,3,0.8417,1252,17,27,50.29,25,,,0,Real Sociedad,,,,,,,Liga
Sánchez Rubén,DL,8,,4.97,0,5,18,0,19,0.58,0,0.58,0,0,0,0.5,0,0.53,891,0,981,49.5,0,51.63,,,,1000,0,0,0,0,0,4.5,0,0,0,3.5,4.5,5,5,5.5,4.5,0,5,4.5,6,5,5,0,5,5,0,0,0,0,0,0,0,0,0,5,0,5,6,5.5,1,,,,2,4,11,0.7941,508,17,16,54.87,18,,,0,Espanyol,,,,,,,Liga
Pep Chavarría,DL,6,,4.97,5.5,4.97,16,3,16,0.81,1.8,0.81,0,0,0,0.13,0.67,0.13,357,164,357,22.31,54.67,22.31,,,,1000,3.5,7,6,0,0,5,0,5,3.5,4.5,0,5,0,0,0,0,0,5,0,5,0,0,0,5,0,5,5,5,0,5,0,0,0,0,5,0,0,0,1,,,,2,1,2,0.6575,248,2,4,45.28,11,,,0,Rayo Vallecano,,,,,,,Liga
Blanco Lautaro,DL,8,,4.97,5,4.97,17,2,17,0.99,0,0.99,0,0,0,0.53,1,0.53,871,151,871,51.24,75.5,51.24,,,,1000,5,5,0,4,6,4,7,0,4,0,4.5,3.5,5,5.5,0,5,0,0,5,4,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,2,3,13,0.5875,514,2,10,36,7,,,0,Elche,,,,,,,Liga
Moreno Alberto,DL,9,9,4.96,4.5,4.96,24,1,24,0.49,0,0.49,0,0,0,0.58,1,0.58,1293,85,1293,53.88,85,53.88,,,,1000,4.5,0,5.5,5,5,0,5,5.5,5,5,5,5,0,5,5.5,5,0,4.5,0,4.5,5,0,6,4.5,5.5,3.5,4.5,5,5,5,0,0,0,0,0,0,0,0,4,,,,1,2,8,0.8592,898,21,14,45.13,26,,,0,Villarreal,,,,,,,Liga
Calero Fernando,DC,7,,4.96,5.1,4.96,27,5,28,0.63,0.65,0.62,0,0,0,0.74,0.6,0.71,1617,203,1619,59.89,40.6,57.82,,,,1000,5,4.5,4.5,5.5,6,0,5.5,4,0,0,5,5,0,0,0,0,0,5,5,0,5,5,6,4.5,4,5.5,0,5,4,5.5,5,5,4.5,0,6.5,4,4.5,5,5,,,,1,1,1,0.7951,974,15,31,56.44,22,,,0,Espanyol,,,,,,,Liga
